,cycle_days,growth_rate_since_stocking
30191,62.0,2.314
24803,62.0,2.251
38830,62.0,2.5
25345,62.0,2.005
41943,62.0,2.69
43815,62.0,3.037
38812,62.0,2.642
38424,62.0,2.695
38406,62.0,2.646
20177,62.0,1.845
38815,62.0,2.642
21503,62.0,2.219
22470,62.0,2.751
42441,62.0,2.566
32741,62.0,2.057
19470,62.0,2.829
28071,62.0,2.003
19424,62.0,2.086
34700,62.0,2.078
34885,62.0,2.133
34916,62.0,1.907
20193,62.0,1.862
43412,62.0,2.426
35281,62.0,2.048
21096,62.0,1.876
40003,62.0,2.705
36549,62.0,2.744
21524,62.0,1.731
42425,62.0,2.775
24981,62.0,2.071
40751,62.0,2.649
23437,62.0,2.432
19644,62.0,1.618
37893,62.0,2.058
41276,62.0,2.877
40736,62.0,2.934
40724,62.0,2.501
37891,62.0,2.314
37886,62.0,2.357
35478,63.0,2.17
29386,63.0,1.899
20162,63.0,2.103
44733,63.0,2.947
35491,63.0,2.287
43788,63.0,2.562
21125,63.0,1.864
24976,63.0,2.411
35609,63.0,2.054
21674,63.0,1.915
41365,63.0,2.313
31395,63.0,1.889
42708,63.0,2.784
42712,63.0,2.369
44722,63.0,2.589
23442,63.0,2.071
22971,63.0,2.02
31813,63.0,2.182
38618,63.0,2.147
31805,63.0,1.889
35266,63.0,2.068
31794,63.0,1.942
34711,63.0,1.941
43765,63.0,2.924
42698,63.0,2.745
38725,63.0,2.375
38781,63.0,2.269
23414,63.0,2.301
24014,63.0,2.573
24003,63.0,2.454
20708,63.0,1.985
24989,63.0,2.512
21522,63.0,2.468
20179,63.0,1.657
28045,63.0,2.008
43822,63.0,2.759
25571,63.0,2.335
29307,63.0,1.999
25838,63.0,2.088
25561,63.0,2.311
28486,63.0,2.267
28505,63.0,2.288
25566,63.0,2.257
42717,64.0,2.76
27987,64.0,1.769
20690,64.0,2.075
39654,64.0,2.149
22461,64.0,2.784
19557,64.0,2.474
35267,64.0,2.113
25051,64.0,2.284
25658,64.0,2.46
20712,64.0,1.768
25643,64.0,2.159
31803,64.0,1.97
30184,64.0,2.33
20715,64.0,2.121
25559,64.0,2.545
23237,64.0,2.031
21091,64.0,1.932
28514,64.0,2.442
29388,64.0,2.16
41134,64.0,2.751
43001,64.0,2.767
29361,64.0,2.286
29345,64.0,2.38
29356,64.0,2.177
20395,64.0,2.115
19630,65.0,2.142
19592,65.0,2.698
43732,65.0,2.535
39036,65.0,2.514
25650,65.0,1.978
41307,65.0,2.653
39051,65.0,2.501
43018,65.0,2.577
44770,65.0,2.43
25574,65.0,1.731
38421,65.0,2.382
24975,65.0,2.619
28552,65.0,1.92
23659,65.0,2.431
38381,65.0,2.141
30244,65.0,2.195
41312,65.0,2.388
41309,65.0,2.995
38434,65.0,2.379
41130,65.0,2.619
20558,65.0,1.942
35619,65.0,2.007
41129,65.0,2.513
20425,65.0,1.78
35605,65.0,2.017
29418,65.0,2.234
35280,65.0,2.26
28019,65.0,2.151
35616,65.0,1.775
29608,65.0,2.514
35199,65.0,1.824
29391,65.0,2.138
35189,65.0,2.06
42691,65.0,2.617
40466,65.0,2.625
41137,65.0,2.894
36880,65.0,2.775
28850,65.0,1.96
28804,65.0,2.389
20405,65.0,1.82
28947,65.0,2.011
22683,66.0,2.588
36120,66.0,2.043
44899,66.0,2.174
21303,66.0,1.837
21832,66.0,1.988
20328,66.0,2.113
21702,66.0,1.9
20367,66.0,1.75
19429,66.0,2.363
23662,66.0,2.279
35212,66.0,1.802
44036,66.0,2.966
36051,66.0,2.167
23246,66.0,2.081
21646,66.0,2.027
36031,66.0,2.155
32919,66.0,2.243
44978,66.0,2.95
26262,66.0,2.236
19453,66.0,1.9
31749,66.0,1.878
23643,66.0,2.294
25218,66.0,1.634
28562,66.0,2.131
19792,66.0,1.718
38997,66.0,2.366
38649,66.0,2.605
30639,66.0,2.351
30635,66.0,2.189
25352,66.0,1.792
39031,66.0,2.317
25359,66.0,1.836
39030,66.0,2.419
43966,67.0,2.693
32136,67.0,2.043
32109,67.0,2.068
43263,67.0,2.971
32114,67.0,1.967
28870,67.0,2.354
35477,67.0,1.984
29717,67.0,1.85
28897,67.0,2.074
21713,67.0,2.436
20849,67.0,1.892
28591,67.0,1.761
44096,67.0,2.9
25960,67.0,2.258
24175,67.0,2.371
29705,67.0,1.931
25384,67.0,2.574
24220,67.0,2.427
21254,67.0,1.841
43083,67.0,2.49
44057,67.0,2.769
25977,67.0,2.26
25983,67.0,2.383
29738,68.0,2.14
20981,68.0,1.647
28854,68.0,2.391
29458,68.0,2.327
19745,68.0,2.561
20873,68.0,2.092
20882,68.0,2.134
19434,68.0,1.764
25873,68.0,2.463
29447,68.0,1.973
29712,68.0,2.099
25971,68.0,2.129
25305,68.0,2.262
29740,68.0,2.217
21361,68.0,1.789
36115,68.0,2.178
30583,68.0,2.316
23409,68.0,2.053
30102,68.0,2.44
20717,68.0,1.95
36110,68.0,2.057
32099,68.0,2.098
28428,68.0,2.305
29359,68.0,2.168
20556,68.0,1.916
41295,68.0,2.748
35559,68.0,2.04
29742,68.0,2.51
21488,69.0,1.711
44317,69.0,2.755
41300,69.0,2.966
20494,69.0,1.883
21867,69.0,2.148
41251,69.0,2.659
35621,69.0,2.138
28995,69.0,1.992
41382,69.0,2.647
21813,69.0,1.944
35490,69.0,2.224
35566,69.0,1.923
20039,69.0,1.764
20502,69.0,1.928
30674,69.0,2.199
43984,69.0,2.449
25682,69.0,2.025
25666,69.0,1.846
39350,69.0,2.338
38654,69.0,2.384
22866,69.0,2.667
25655,69.0,1.932
38663,69.0,2.11
38669,69.0,2.191
25822,69.0,2.543
29715,69.0,2.225
25307,69.0,2.532
19595,69.0,2.383
33535,69.0,2.322
19871,69.0,2.189
29709,69.0,2.123
19850,69.0,2.827
37205,69.0,2.807
19654,69.0,1.988
41744,69.0,2.599
29085,70.0,1.987
35620,70.0,1.908
21141,70.0,1.904
21531,70.0,1.879
23845,70.0,2.108
24495,70.0,2.474
24500,70.0,2.368
30113,70.0,1.901
30116,70.0,1.905
23464,70.0,2.099
39398,70.0,2.324
23770,70.0,2.212
20572,70.0,2.179
44322,70.0,2.653
20519,70.0,1.67
26293,70.0,2.059
41731,70.0,2.212
26295,70.0,2.381
44291,70.0,2.947
21980,70.0,2.08
36604,70.0,1.978
26521,70.0,2.203
39284,70.0,2.117
21868,70.0,2.495
44280,70.0,2.652
32653,70.0,2.036
29424,70.0,2.349
32380,70.0,1.87
36579,70.0,2.211
36576,70.0,2.145
39273,70.0,2.347
32670,70.0,1.874
29431,70.0,2.295
21171,71.0,2.145
20725,71.0,2.125
21479,71.0,1.854
21121,71.0,2.121
19649,71.0,1.912
21148,71.0,1.714
19963,71.0,2.6
19414,71.0,1.543
36143,71.0,2.085
30133,71.0,2.191
22899,71.0,2.919
23596,71.0,2.015
30132,71.0,2.289
41675,71.0,2.738
29028,71.0,1.847
30134,71.0,2.099
26317,71.0,2.57
30124,71.0,2.09
26277,71.0,2.899
25675,71.0,2.12
29444,71.0,2.256
32656,71.0,2.097
36512,72.0,1.924
30912,72.0,2.274
30128,72.0,2.275
20672,72.0,1.901
36081,72.0,2.013
36442,72.0,2.036
29655,72.0,2.029
20019,72.0,2.2
29654,72.0,2.36
41938,72.0,2.713
29414,72.0,1.991
20855,72.0,1.833
36128,72.0,2.368
41771,72.0,2.533
19360,72.0,1.698
30115,72.0,2.211
39115,72.0,2.051
28988,72.0,2.262
44351,72.0,2.471
39055,72.0,2.306
20796,72.0,2.063
37583,72.0,2.636
20014,72.0,2.911
29600,72.0,2.098
23594,73.0,2.015
22137,73.0,2.047
36869,73.0,2.068
20203,73.0,1.759
36916,73.0,2.143
25792,73.0,1.722
20740,73.0,1.927
24002,73.0,2.332
20765,73.0,2.272
21983,73.0,2.104
39655,73.0,2.298
32731,73.0,1.961
19758,73.0,2.071
29378,73.0,2.002
21653,73.0,1.814
25979,73.0,1.917
33841,73.0,2.15
26927,73.0,2.142
36114,73.0,2.015
21945,73.0,1.912
19856,73.0,2.516
33066,74.0,1.923
29660,74.0,2.149
19646,74.0,1.572
21257,74.0,1.963
21941,74.0,2.332
29292,74.0,1.803
21648,74.0,1.858
29658,74.0,2.335
26568,74.0,2.189
44783,74.0,2.965
30537,74.0,1.904
24641,74.0,2.284
30632,74.0,1.904
24619,74.0,2.353
29346,75.0,2.126
37781,75.0,2.61
20180,75.0,2.624
25775,75.0,2.018
41766,75.0,2.863
26501,75.0,2.554
26458,75.0,2.248
33097,75.0,2.034
21230,75.0,1.736
21001,75.0,2.148
30401,75.0,2.031
30483,75.0,1.979
19766,75.0,1.823
21170,75.0,1.85
21652,75.0,1.874
21224,75.0,2.068
30240,75.0,2.064
36481,75.0,2.135
19667,75.0,1.699
23830,75.0,2.043
30108,75.0,2.41
21262,75.0,2.302
37955,76.0,2.704
20331,76.0,1.833
39450,76.0,2.135
44574,76.0,2.383
21839,76.0,1.784
31361,76.0,2.068
20999,76.0,1.88
20174,76.0,2.119
20144,76.0,2.767
20947,76.0,1.908
22109,76.0,1.921
34453,76.0,2.272
19961,76.0,2.102
22138,76.0,2.007
20045,76.0,2.527
20925,77.0,1.871
25018,77.0,2.401
30932,77.0,1.961
27323,77.0,2.099
20987,77.0,2.15
30126,77.0,2.085
23848,77.0,2.036
30099,77.0,2.145
21520,77.0,1.888
33517,77.0,2.062
30984,77.0,2.042
24991,77.0,2.405
37138,77.0,2.066
24238,77.0,2.269
22112,77.0,2.498
21854,77.0,1.837
29694,77.0,1.92
26923,77.0,2.321
33052,77.0,2.013
26896,78.0,2.262
21535,78.0,1.678
42128,78.0,2.709
26260,78.0,2.24
21080,78.0,2.206
26900,78.0,2.385
21550,78.0,2.223
21859,78.0,1.878
20420,78.0,2.668
21558,78.0,2.116
19807,78.0,1.629
20025,78.0,1.91
19772,79.0,1.751
39624,79.0,2.159
29682,79.0,2.133
30425,79.0,2.099
31831,79.0,2.133
21252,79.0,1.833
21145,79.0,2.008
21905,79.0,1.829
21083,79.0,1.88
45006,79.0,2.363
20383,79.0,2.893
20379,79.0,2.137
24492,80.0,2.278
24053,80.0,2.129
22278,80.0,2.022
22319,80.0,1.791
30245,80.0,1.937
21134,80.0,2.243
21143,80.0,2.019
34942,80.0,2.27
20567,80.0,1.827
33504,80.0,2.082
20189,80.0,2.181
20184,80.0,2.558
27192,81.0,2.33
21705,81.0,1.943
25201,81.0,2.433
19471,81.0,1.711
31275,81.0,1.961
19998,81.0,1.609
31458,81.0,1.849
30412,81.0,2.256
19406,82.0,2.247
30177,82.0,2.109
22000,82.0,1.823
19939,82.0,1.725
21536,82.0,1.755
31014,82.0,2.247
21229,82.0,2.238
21683,82.0,1.789
27319,82.0,2.448
21667,82.0,2.122
20531,82.0,2.538
27207,82.0,2.567
20135,82.0,2.014
26459,82.0,2.224
22465,83.0,2.028
20516,83.0,2.24
21246,83.0,1.934
20554,83.0,2.846
20357,83.0,2.204
39961,83.0,2.155
20773,83.0,1.87
20303,83.0,2.666
21359,83.0,1.955
22527,83.0,1.873
31034,84.0,2.101
31897,84.0,1.876
31840,84.0,1.97
21223,84.0,2.253
19591,84.0,1.676
21244,84.0,2.136
21861,84.0,2.138
27714,84.0,2.342
25641,84.0,2.261
24246,84.0,2.167
30576,84.0,1.915
19426,84.0,2.058
19368,84.0,2.001
20758,85.0,2.567
21527,85.0,2.24
20205,85.0,1.705
20309,85.0,2.096
19658,85.0,2.129
27829,85.0,2.085
21852,85.0,1.837
21830,85.0,2.056
19379,85.0,1.843
27702,85.0,2.489
22133,85.0,1.983
19362,86.0,1.605
19423,86.0,1.811
21525,86.0,2.026
20772,86.0,2.774
31553,86.0,2.294
21551,86.0,1.962
40356,86.0,2.169
20202,86.0,1.77
22564,86.0,1.937
21723,86.0,1.856
20761,86.0,2.17
20601,87.0,2.65
20589,87.0,2.295
22688,87.0,2.132
19409,87.0,1.935
20992,87.0,1.876
24517,87.0,2.08
19400,87.0,2.332
19401,87.0,1.672
30924,87.0,1.79
19612,87.0,2.145
21545,87.0,2.046
19585,87.0,2.171
21526,87.0,2.252
19405,88.0,2.163
21948,88.0,2.003
32294,88.0,2.082
32344,88.0,1.881
31421,88.0,2.163
19558,88.0,1.92
19838,88.0,1.79
19375,88.0,2.07
25912,88.0,2.297
19466,88.0,1.872
19369,88.0,2.206
28021,88.0,2.325
20327,88.0,1.74
21669,89.0,2.18
31837,89.0,2.123
22362,89.0,1.856
20851,89.0,2.421
19608,89.0,1.682
20579,89.0,2.108
20387,89.0,1.861
28032,89.0,2.431
19464,89.0,2.328
19794,89.0,2.171
19662,89.0,1.787
21991,89.0,1.781
28015,89.0,2.333
